9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
11,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
11,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
11,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
11,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
10,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
11,0,19,2,1,1,3,1.0,30.0,0.0100,1,10000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,15000,0.10,0.10
