8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
8,0,15,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
6,0,11,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
7,0,11,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,5000,0.10,0.10
9,0,17,2,0,0,3,1.0,30.0,0.0100,1,10000,0.10,0.10
